lat,lon,flow,size,address,inservice,notes,dryhydrant,outservicedate
42.09413,-89.31471,1469,,"103 E Hill Crest Dr, Byron, IL 61010, United States",,I43,,
42.09415,-89.31272,1819,,"205 E Hill Crest Dr, Byron, IL 61010, United States",,I36,,
42.13714,-89.24864,1169,,"833 Hillside Dr, Byron, IL 61010, United States",,H41,,
42.13631,-89.24624,1153,,"867 Hillside Dr, Byron, IL 61010, United States",,H40,,
42.14302,-89.27518,1541,,"Joanne Ter, Byron, IL 61010, United States",,F49,,
42.14008,-89.27568,1696,,"1209 Joanne Ter, Byron, IL 61010, United States",,F52,,
42.14137,-89.27564,1675,,"1249 Joanne Ter, Byron, IL 61010, United States",,F51,,
42.14224,-89.27529,1587,,"1335 Joanne Ter, Byron, IL 61010, United States",,F50,,
42.14426,-89.27448,1564,,"1413 Joanne Ter, Byron, IL 61010, United States",,F48,,
42.14608,-89.27452,1469,,"1535 Joanne Ter, Byron, IL 61010, United States",,F47,,
42.13757,-89.27605,1300,,"3159 E Mill Rd, Byron, IL 61010, United States",,G06.5,,
42.13702,-89.27299,1314,,"3271 E Mill Rd, Byron, IL 61010, United States",,G05.5,,
42.12972,-89.24962,1300,,"N Mineral St, Byron, IL 61010, United States",,H31,,
42.12972,-89.24962,1341,,"N Mineral St, Byron, IL 61010, United States",,H33,,
42.1325,-89.24922,1314,,"645 N Mineral St, Byron, IL 61010, United States",,H32,,
42.09702,-89.30892,1469,,"402 E North Park Dr, Byron, IL 61010, United States",,I44,,
42.09366832010278,-89.31495900542255,1469,,110 E Oakwood Dr Byron IL 61010 United States,,I42,,
42.09335,-89.30929,1444,,"313 E Oakwood Dr, Byron, IL 61010, United States",,I29,,
42.13339,-89.24724,1327,,"E Old State Rd, Byron, IL 61010, United States",,H34,,
42.13371,-89.24742,1286,,"4624 E Old State Rd, Byron, IL 61010, United States",,H35,,
42.13375,-89.24644,1314,,"4696 E Old State Rd, Byron, IL 61010, United States",,H36,,
42.1027,-89.29919,1779,,"6056 N Razorville Rd, Byron, IL 61010, United States",,I20.5,,
42.11466,-89.28961,1675,,"N River Rd, Byron, IL 61010, United States",,I46,,
42.11466,-89.28961,,,"N River Rd, Byron, IL 61010, United States",,I52,,
42.11466,-89.28961,,,"N River Rd, Byron, IL 61010, United States",,I53,,
42.11466,-89.28961,,,"N River Rd, Byron, IL 61010, United States",,I54,,
42.093415,-89.3181686,,,"5300 N River Rd, Byron, IL 61010, United States",,I51,,
42.093415,-89.3181686,1587,,"5300 N River Rd, Byron, IL 61010, United States",,I50,,
42.09544,-89.3157,,,"5478 N River Rd, Byron, IL 61010, United States",,I48,,
42.09633,-89.3139,1564,,"5590 N River Rd, Byron, IL 61010, United States",,I47,,
42.09506,-89.31117,1493,,"E River View Dr, Byron, IL 61010, United States",,I35,,
42.09509877644279,-89.30909449682318,1517,,314 E River View Dr Byron IL 61010 United States,,I32,,
42.16707,-89.24701,1675,,"Short Ln, Byron, IL 61010, United States",,F57,,
42.09288797577763,-89.31491496607566,1419,,113 E South Park Dr Byron IL 61010 United States,,I39,,
42.09277,-89.31282,1272,,"207 E South Park Dr, Byron, IL 61010, United States",,I38,,
42.09886966379347,-89.3087244588661,1406,,104 N Terrace Park Dr Byron IL 61010 United States,,I45,,
42.12765953929776,-89.26014417883155,1341,,320 W 3rd St Byron IL 61010 United States,,E07,,
42.12734,-89.26325,1341,,"540 W 3rd St, Byron, IL 61010, United States",,E08.5,,
42.148198473601155,-89.27284214303404,1341,,"1682 Warrenton Dr, Byron, IL 61010, USA",,F36,,
42.146127577233536,-89.27310072064813,1341,,"1534 Warrenton Dr, Byron, IL 61010, USA",,F42,,
42.146127577233536,-89.27310072064813,1444,,"1534 Warrenton Dr, Byron, IL 61010, USA",,F45,,
42.14623,-89.27341,1444,,"1548 Warrenton Dr, Byron, IL 61010, United States",,F43,,
42.14006,-89.26427,,,"E Woodland Dr, Byron, IL 61010, United States",,I30,,
42.14006,-89.26427,0,,"E Woodland Dr, Byron, IL 61010, United States",,I31,,
