Polygon,Name,Street Address,Street Address2,City,State,Zip code,Roof Area (Sq. Ft),Occupancy Type,Construction Type,Roof Type,Roof Construction,Roof Material,Normal Population,Sprinklered,Stand Pipe,Fire Alarm,Hours of Operation,Owner Contact,Owner Phone,Notes,Storey Above,Storey Below
,"Illini Grove, Seward Staley",905 W Pennsylvania AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000179,URU",,
,Burnsides Research Lab,1208 W Pennsylvania AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000169,URU",,
,Agriculture Bioprocess Lab,1302 W Pennsylvania AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000073,URU",,
,Agriculture Engineering Sciences Bldg,1304 W Pennsylvania AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000008,URU",,
,Stock Pavilion,1402 W Pennsylvania AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000040,URU",,
,TCT Construction,805 E Perkins RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103017,FPP",,
,TK Service Center,806 E Perkins RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912104352017,FPP",,
,"Cnty, Bd-Sch Dist #116",804 S Pfeffer RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115276004",,
,Huaraches Moroleon,805 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922116180006,FPP,LIQ",,
,Urbana Mini Mart,1701 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126004,FPP,LIQ",,
,Sprint Cellular Phones,1702 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201009",,
,Payless (Vacant) (Use 932121201009),1702 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200032",,
,Sunny China Buffet,1703 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126019,FPP",,
,Caring Hands Animal Hospital,1704 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200033",,
,Burger King,1708 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201011,FPP",,
,Flamingo Slots,1720 S Philo RD,B,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201012B,FPP,LIQ",,
,Restoration Church,1720 S Philo RD,D,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201012D",,
,Labor Ready,1720 S Philo RD,F,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201012F",,
,Walgreen's #11368,1801 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126049,FPP,LIQ",,
,R.I.S.E.,1803 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126041F,FPP",,
,KoKoniks (Vacant),1805 S Philo RD,G,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126041G",,
,VACANT,1806 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201001",,
,Developmental Services Center,1808 S Philo RD,101,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201018C,FPP",,
,Urbana Secure Self Storage,1808 S Philo RD,102,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201018A",,
,"Tatman, Paul",1808 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201018",,
,Planet Fitness,1809 S Philo RD,A,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126050A",,
,Hot Spot Gaming Parlor,1809 S Philo RD,B,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126050B,FPP,LIQ",,
,Urbana's Hair Lounge,1809 S Philo RD,C,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126050C",,
,Sister-Sister Hair Brading,1809 S Philo RD,D,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126050D",,
,Vacant - fka Personal Touch Dry Cleaners,1809 S Philo RD,E,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126050E",,
,Global Smoke & Vape,1813 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126040E",,
,First Wok,1815 S Philo RD,A,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126040B,FPP",,
,Check N Go,1815 S Philo RD,B,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126040C",,
,Charly's Sunnycrest Salon,1815 S Philo RD,C,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126040D",,
,Salt & Light,1819 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126040,FPP",,
,Renner-Wikoff Funeral Home,1900 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200006,FPP",,
,Baier Brothers Auto Wash,1903 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121176014",,
,Sunnycrest Dental (VACANT),2001 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121180009",,
,VACANT,2003 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121180010",,
,Quest Church (FPP),2004 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200007,FPP",,
,Closet Space,2006 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200008",,
,Green Street Realty,2007 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121180019",,
,Green Street Realty,2009 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121180018",,
,U-Haul (FPP),2010 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121202090A,FPP",,
,Vacant-FKA Dollar General,2012 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200037A,FPP",,
,Platinum Group,2017 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121183004",,
,"VACANT - Kirk Noraian DDS, MSPC",2020 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200037E",,
,VACANT - ProNails Salon,2022 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200037F",,
,Denny's Cleaners (VACANT),2024 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200037G",,
,Fire station 2,2103 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121332014",,
,First Financial Bank,2510 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121451009",,
,Philo Road Church of Christ,2601 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121381017,FPP",,
,Meijer Gas Station #247,2602 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121451002,FPP,LIQ",,
,Monical's Pizza,2720 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932128201002,FPP,LIQ",,
,Casa Del Mar,2870 S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932128201004M,FPP,LIQ",,
,Pell farm storage building, S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000882,URC",,
,Pell farm service building, S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000975,URC",,
,Pell farm garage, S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000976,URC",,
,Pell farm fruit building, S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000977,URC",,
,Pell farm apiary building, S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000978,URC",,
,Pell farm machine storage shed, S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000979,URC",,
,Pell farm pomology storage, S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000992,URC",,
,Pell farm nematology storage, S Philo RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001002,URC",,
,Vacant,709 S Poplar ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922116179011",,
,Illini Homebuyers,801 S Poplar ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922116179012",,
,Prairie Green Apartments,2402 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008N",,
,Prairie Green Apartments,2403 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008P",,
,Prairie Green Apartments,2404 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008O",,
,Prairie Green  Apartments,2405 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008R",,
,Prairie Green Apartments,2406 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008Q",,
,Prairie Green Apartments,2408 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008S",,
,Prairie Green Apartments,2409 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008H",,
,Prairie Green Apartments,2410 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008I",,
,Prairie Green Apartments,2411 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008J",,
,Prairie Green Apartments,2412 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008K",,
,Prairie Green Apartments,2413 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008L",,
,Prairie Green Apartments,2415 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008M",,
,Prairie Green Apartments,2501 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008A",,
,Prairie Green Apartments (Office),2502 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326007",,
,Prairie Green Apartments,2503 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008B",,
,Prairie Green Apartments,2504 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008C",,
,Prairie Green Apartments,2505 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008D",,
,Prairie Green Apartments,2506 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008E",,
,Prairie Green Apartments,2507 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008F",,
,Prairie Green Apartments,2508 E Prairie Green DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912115326008G",,
,Rent Champaign,301 S Race AVE,A,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117211004A",,
