lat,lon
40.111206,-88.20243029999999
40.1026073,-88.198081
40.1010718,-88.2016309
39.9861415,-88.2589387
40.1094558,-88.22927589999999
40.0860145,-88.1873629
40.0860145,-88.1873629
40.1238476,-88.22662439999999
40.1040351,-88.1793084
40.1112304,-88.172821
40.1112304,-88.172821
40.1103453,-88.2185513
40.1103453,-88.2185513
40.1103453,-88.2185513
40.123216,-88.219461
40.123216,-88.219461
40.1145684,-88.2165864
40.0889719,-88.2038673
40.1126121,-88.19681770000001
40.1030087,-88.1776325
40.0956873,-88.19528629999999
40.0776705,-88.18742
40.1309979,-88.1980153
40.1309979,-88.1980153
40.1309979,-88.1980153
40.10993939999999,-88.19362660000002
40.1105875,-88.2072697
40.1256768,-88.20773109999999
40.1102598,-88.2064465
40.110095,-88.2045629
42.2693084,-88.9692491
40.1321221,-88.2202214
40.11452269999999,-88.2023693
40.1053811,-88.2112418
40.1027724,-88.21991949999999
40.0965304,-88.19511
40.1020864,-88.21693460000002
40.1020864,-88.21693460000002
40.1020864,-88.21693460000002
40.1280566,-88.19992739999999
40.1057541,-88.21273560000002
40.122005,-88.201942
40.1229084,-88.2227436
40.1229084,-88.2227436
40.1229084,-88.2227436
40.0883321,-88.18713439999999
40.0883321,-88.18713439999999
40.0883321,-88.18713439999999
40.1010646,-88.2225715
40.1010646,-88.2225715
40.1010646,-88.2225715
40.1153427,-88.2072707
40.0981125,-88.1972054
40.1287404,-88.2222723
40.112599,-88.21168899999999
40.0981125,-88.1972054
40.0926458,-88.2085491
27.6648274,-81.5157535
27.6648274,-81.5157535
40.1090383,-88.19484489999999
40.0940662,-88.1936607
40.0940662,-88.1936607
40.0940662,-88.1936607
40.087725,-88.1726427
40.1082808,-88.23276829999999
40.11850340000001,-88.2282073
40.1082808,-88.23276829999999
40.1062068,-88.1723761
40.11850340000001,-88.2282073
40.1041069,-88.220894
40.1363555,-88.2515162
40.1363555,-88.2515162
40.1363555,-88.2515162
40.0999082,-88.1789275
40.0778756,-88.1884401
40.1027724,-88.21991949999999
40.1027724,-88.21991949999999
40.1017884,-88.23365539999999
39.9761691,-74.1430578
39.9761691,-74.1430578
39.9761691,-74.1430578
40.1082808,-88.23276829999999
40.1165658,-88.2219593
40.1165658,-88.2219593
40.1165658,-88.2219593
40.1030079,-88.23532159999999
40.093788,-88.1872502
40.1027724,-88.21991949999999
40.1072281,-88.21683159999999
40.1225212,-88.1997189
40.094228,-88.20298
40.1162085,-88.2122979
40.1027724,-88.21991949999999
40.0848585,-88.1723189
40.091189,-88.200301
40.101263,-88.2361257
40.0901818,-88.1602824
40.1105875,-88.2072697
40.1038238,-88.1939692
40.1177253,-88.2068934
40.10355939999999,-88.18726769999999
40.1039199,-88.2037076
40.111191,-88.2189956
40.111191,-88.2189956
40.111191,-88.2189956
40.110886,-88.21546
40.11850340000001,-88.2282073
40.1274667,-88.1940837
40.1109129,-88.1933621
40.13008749999999,-88.1984389
40.1019523,-88.2271615
37.8043514,-122.2711639
40.1105875,-88.2072697
40.1105875,-88.2072697
40.1105875,-88.2072697
40.1161617,-88.2151978
40.1115415,-88.21178119999999
40.0990366,-88.2216115
40.0990366,-88.2216115
41.01778360000001,-93.7841503
40.1027724,-88.21991949999999
40.0883321,-88.18713439999999
40.0849252,-88.1842403
40.1034632,-88.2172642
40.1034632,-88.2172642
40.1034632,-88.2172642
40.11326320000001,-88.2390528
40.0980212,-88.19274370000001
29.6436325,-82.3549302
29.6436325,-82.3549302
29.6436325,-82.3549302
40.0824416,-88.2079323
40.0824416,-88.2079323
40.0824416,-88.2079323
40.1094472,-88.2260208
40.0883321,-88.18713439999999
40.0883321,-88.18713439999999
40.110938,-88.18261
40.10310150000001,-88.1893192
40.1171598,-88.2115247
40.1251604,-88.2025202
40.084212,-88.18592199999999
40.0953137,-88.22947529999999
40.11591689999999,-88.20295349999999
40.117418,-88.1666808
40.085241,-88.208563
40.0878439,-88.1905798
40.1059498,-88.2238452
40.1059498,-88.2238452
39.9861415,-88.2589387
40.08606899999999,-88.1884147
40.1030087,-88.1776325
40.1019523,-88.2271615
40.13008749999999,-88.1984389
40.1074841,-88.2299558
38.5094292,-122.4784186
40.0803603,-88.2087564
40.1034632,-88.2172642
40.1034632,-88.2172642
40.1034632,-88.2172642
27.6648274,-81.5157535
27.6648274,-81.5157535
40.0952387,-88.1930395
40.1082573,-88.2064176
40.1164387,-88.2174052
40.1164387,-88.2174052
40.2816561,-86.5013541
40.1105875,-88.2072697
40.0883543,-88.1859313
40.1062115,-88.2243036
40.110058,-88.2090439
40.11850340000001,-88.2282073
40.098111,-88.174099
40.1002986,-88.2198009
40.0918456,-88.2033725
40.0918456,-88.2033725
40.1039351,-88.2167315
40.1039351,-88.2167315
40.1039351,-88.2167315
38.3669089,-85.7714515
38.3669089,-85.7714515
38.3669089,-85.7714515
40.0903619,-88.187207
40.1161617,-88.2151978
40.087813,-88.1976696
40.11167,-88.159354
40.11167,-88.159354
40.1140497,-88.1644651
40.1140497,-88.1644651
40.1140497,-88.1644651
40.13008749999999,-88.1984389
40.0976253,-88.2013697
40.1185364,-88.23130549999999
29.6436325,-82.3549302
40.0974413,-88.1902854
40.1041069,-88.220894
40.110058,-88.2090439
40.11452269999999,-88.2023693
40.11452269999999,-88.2023693
40.1161617,-88.2151978
40.1057018,-88.19465199999999
40.1082808,-88.23276829999999
40.10355939999999,-88.18726769999999
40.0904288,-88.20103139999999
40.1027724,-88.21991949999999
40.1193712,-88.220314
40.1038699,-88.2372314
40.1273941,-88.2038567
40.1027724,-88.21991949999999
40.1121427,-88.20803529999999
40.0989469,-88.2203305
40.1161617,-88.2151978
40.1103196,-88.2065508
40.1057541,-88.21273560000002
40.0824416,-88.2079323
40.0996124,-88.19536049999999
40.1025261,-88.23777989999999
40.09842099999999,-88.258319
40.0977241,-88.19796679999999
40.1105875,-88.2072697
40.1105875,-88.2072697
40.1105875,-88.2072697
40.1167446,-88.2144857
40.1001558,-88.1794371
40.1169708,-88.2156442
40.1038802,-88.2020934
40.0996639,-88.2121647
40.1169311,-88.21542559999999
40.084212,-88.18592199999999
40.1035532,-88.1817458
40.1094727,-88.22173529999999
40.1118005,-88.1856809
40.1118005,-88.1856809
40.1118005,-88.1856809
40.1057541,-88.21273560000002
40.1177253,-88.2068934
40.1013333,-88.195911
40.1092101,-88.2272225
40.1139493,-88.2092115
38.5094292,-122.4784186
40.11850340000001,-88.2282073
40.1182948,-88.1850571
40.1182948,-88.1850571
40.1182948,-88.1850571
40.1120139,-88.2063572
46.5653163,-66.46191639999999
40.0894045,-88.20078389999999
40.1161617,-88.2151978
40.1035532,-88.1817458
40.1080246,-88.2004223
40.1105875,-88.2072697
40.12747239999999,-88.2077431
40.12747239999999,-88.2077431
40.1068411,-88.22185789999999
40.1068411,-88.22185789999999
40.1068411,-88.22185789999999
40.1334488,-88.1995086
40.1027724,-88.21991949999999
40.136534,-88.226974
40.1363163,-88.2167324
40.1363163,-88.2167324
40.1363163,-88.2167324
40.1039112,-88.2087956
40.1027724,-88.21991949999999
40.112841,-88.201939
40.1082808,-88.23276829999999
40.1203803,-88.2056662
40.0956873,-88.19528629999999
40.093788,-88.1872502
