lat,lon
42.385202,-89.02222599999999
29.5412863,-98.36237179999999
42.462609,-89.03169129999999
42.3658695,-89.00902839999999
42.3826148,-89.0066358
42.373499,-89.032934
31.5066069,-92.7010035
42.4341778,-89.02762220000001
42.4355183,-89.021531
42.40735919999999,-88.9659582
42.415824,-89.0387272
2.7389405,101.935133
47.4713808,-94.8857879
42.4766989,-89.00392769999999
33.8612765,-78.8128235
42.3831879,-88.986932
36.8734607,-94.8830589
42.43743360000001,-88.96311659999999
42.3825032,-89.01152859999999
42.3403932,-87.9673949
42.3672036,-89.01763450000001
40.6550917,-73.72170659999999
42.35737,-89.026274
42.3672036,-89.01763450000001
42.3806324,-89.0240896
42.3038272,-89.10246219999999
42.3661547,-89.0351348
42.3572559,-89.0436349
43.6056006,-89.815246
42.44336,-89.01625899999999
42.4567209,-89.00541109999999
42.3827331,-89.0409665
42.4507852,-88.9734166
42.403013,-89.01333989999999
42.3980329,-89.0440027
42.3976862,-88.9991648
42.3694395,-89.04585519999999
42.43519999999999,-89.02627
42.3837945,-89.0093277
42.4114095,-89.04350430000001
37.6521862,-84.897736
42.3661961,-89.0325498
39.9579958,-82.986359
43.7562222,-75.6354192
42.3038272,-89.10246219999999
42.3486754,-89.06613159999999
42.4280461,-88.97881810000001
42.4110168,-89.04245929999999
42.52278769999999,-89.01604739999999
42.4160482,-89.0379808
42.421763,-88.941772
42.4547799,-89.0157112
42.373621,-88.9909263
42.3840843,-89.0189414
35.0649144,-89.7640239
42.4444103,-88.9707437
40.3279626,-75.46917189999999
44.8533835,-93.45865049999999
41.5888587,-87.2166335
42.457166,-89.0342862
42.4116082,-89.0396976
42.9945821,-78.5422261
38.6545247,-121.4781514
30.1374685,-93.6769422
42.3747449,-89.01867999999999
42.4385209,-88.98700629999999
42.3098419,-89.1114607
42.504689,-83.41762
42.38646869999999,-89.0086817
39.4211615,-84.4544028
42.436794,-89.019514
42.3661961,-89.0325498
42.4537762,-89.03297909999999
42.3736249,-88.99422299999999
42.435243,-88.9670799
42.3995941,-89.0116647
42.4729105,-89.0093811
42.3838261,-89.00898889999999
35.020322,-85.267117
42.4276409,-89.0263155
42.457166,-89.0342862
42.4567209,-89.00541109999999
39.6402638,-106.3741955
40.7505045,-73.9934387
37.9710824,-121.2782278
