lat,lon
39.7234554,-90.2607206
39.72556,-90.238637
30.1956191,-81.75067080000001
39.7463761,-90.2476725
39.7401356,-90.2202915
39.707838,-90.2267196
39.7271704,-90.22712270000001
39.7388553,-90.2619859
39.6966921,-90.2299993
39.7456223,-90.2514063
39.7216217,-90.2224693
39.7274571,-90.2171012
39.7320015,-90.2664022
39.7349624,-90.2442214
39.7336044,-90.2182294
39.7302684,-90.23035
39.7472232,-90.25573320000001
44.3148443,-85.60236429999999
39.7473487,-90.23432369999999
39.7194241,-90.24748199999999
39.72556,-90.238637
39.7430028,-90.2230189
39.7384895,-90.2250708
39.7410225,-90.2650668
39.7169404,-90.2331229
39.74300179999999,-90.2131843
39.7251737,-90.22879
39.7473487,-90.23432369999999
39.7334256,-90.2305124
39.7282279,-90.2253947
39.7473487,-90.23432369999999
39.732835,-90.2437072
39.7350273,-90.27148079999999
39.7448332,-90.24385389999999
39.7245298,-90.2678746
39.748252,-90.2448867
39.7472187,-90.2472583
39.74131029999999,-90.2237883
39.7221956,-90.24744659999999
39.7232257,-90.2480619
39.74131029999999,-90.2237883
39.7487396,-90.24696270000001
39.7251571,-90.2651035
39.73029409999999,-90.2342553
39.7299737,-90.224796
39.7309263,-90.23183159999999
39.7426538,-90.2647183
39.72101749999999,-90.2521763
39.7472232,-90.25573320000001
39.7358516,-90.2253822
39.7418427,-90.2599341
39.7221672,-90.2779248
39.7322136,-90.2497411
39.7462091,-90.25954349999999
39.7221344,-90.2280755
39.73774830000001,-90.2334258
39.7462547,-90.224372
30.310426,-81.6536752
30.3321838,-81.65565099999999
39.7494493,-90.26760800000001
39.6809867,-90.4957147
39.7473487,-90.23432369999999
39.7202804,-90.2287717
39.7169404,-90.2331229
39.7324983,-90.2386317
39.721048,-90.252173
39.7342063,-90.2549703
39.7280729,-90.2389602
39.7452176,-90.225703
30.3338964,-81.6601594
39.7473487,-90.23432369999999
30.3357928,-81.6685528
39.7268158,-90.1755913
39.7469715,-90.2474672
39.73885480000001,-90.223237
39.7192611,-90.21871809999999
39.7219225,-90.22311049999999
39.74131029999999,-90.2237883
39.7221672,-90.2779248
39.7421954,-90.2241547
39.7309263,-90.23183159999999
39.7282776,-90.2653419
44.1686406,-93.9967518
43.2605224,-88.51779259999999
39.7472232,-90.25573320000001
39.7297988,-90.23183159999999
39.7407296,-90.23250960000001
39.7270911,-90.21649049999999
39.7298638,-90.23219569999999
39.732379,-90.213048
39.74131029999999,-90.2237883
39.7396911,-90.26624050000001
39.748252,-90.2448867
39.7407296,-90.23250960000001
39.7246489,-90.2490231
39.7376194,-90.2167908
39.7398999,-90.2629395
39.7287384,-90.2190217
39.7228018,-90.2464567
39.7332822,-90.26035379999999
39.7445446,-90.2272876
39.7176372,-90.24130620000001
30.3447567,-81.6478139
39.7394034,-90.2404335
39.73997689999999,-90.2645166
39.7143834,-90.2310478
39.7213466,-90.24894979999999
39.7213466,-90.24894979999999
39.7472232,-90.25573320000001
39.7473487,-90.23432369999999
39.7304176,-90.2240535
39.7364451,-90.2306956
39.7349831,-90.25213169999999
39.7232019,-90.23860210000001
39.72292849999999,-90.22324429999999
39.7292293,-90.241142
39.7309735,-90.2384104
39.731828,-90.223117
39.7397126,-90.2275808
39.7169664,-90.2427179
39.73997689999999,-90.2645166
39.7372479,-90.2704442
39.7273562,-90.24831879999999
39.7268116,-90.22525399999999
39.7200124,-90.27096030000001
39.7267326,-90.253863
39.7420726,-90.2545597
39.7228728,-90.2509297
39.6809867,-90.4957147
39.7340856,-90.27314559999999
39.7670354,-90.22337180000001
39.7189743,-90.23986459999999
39.7340856,-90.27314559999999
39.7470469,-90.2586807
39.7370503,-90.2300726
39.7193634,-90.24821659999999
39.7308908,-90.2320098
39.7352524,-90.2704268
39.72749659999999,-90.1984109
39.7407885,-90.2525797
39.7200124,-90.27096030000001
39.7238368,-90.2224693
39.7274571,-90.2171012
30.3124668,-81.69531479999999
39.7300092,-90.2470067
39.7342063,-90.2549703
30.473802,-81.629948
39.7340856,-90.27314559999999
39.75009439999999,-90.2637599
39.7457321,-90.2370699
39.741346,-90.22617
39.7454664,-90.2293763
39.7298636,-90.23217869999999
39.726237,-90.2670428
39.7288069,-90.24730350000002
39.7189743,-90.23986459999999
39.7235182,-90.2205642
39.7193305,-90.25004969999999
39.7268116,-90.22525399999999
39.7432142,-90.2377691
39.7437432,-90.2253089
39.7438363,-90.2580801
39.7306181,-90.2244827
39.7045735,-90.3374963
39.7200124,-90.27096030000001
39.7268158,-90.1755913
30.3338964,-81.6601594
39.7281096,-90.2001465
39.7360438,-90.2283073
39.7309263,-90.23183159999999
39.7352524,-90.2704268
39.7473487,-90.23432369999999
39.7368686,-90.21374139999999
39.7168084,-90.23952659999999
39.7342063,-90.2549703
39.75009439999999,-90.2637599
39.7268204,-90.2310254
39.7436097,-90.2484997
39.72556,-90.238637
39.7402035,-90.2307115
39.7441434,-90.2417253
39.70646869999999,-90.2264998
39.7235856,-90.2374758
39.744228,-90.2538814
39.7394034,-90.2404335
39.7386515,-90.22825019999999
39.7318215,-90.25626489999999
39.726771,-90.22540049999999
39.7412962,-90.22939160000001
39.7334256,-90.2305124
30.3341326,-81.6625056
39.7293223,-90.1975305
39.7226501,-90.2606472
39.7235945,-90.2330777
39.7309263,-90.23183159999999
39.752551,-90.2661674
39.72556,-90.238637
39.7736201,-90.2486816
39.73280159999999,-90.26943349999999
39.743785,-90.2361667
39.743785,-90.2361667
39.7473487,-90.23432369999999
39.7331504,-90.23720089999999
39.729925,-90.261839
39.7409472,-90.2293488
39.7359517,-90.2358264
39.7325294,-90.2427747
39.725629,-90.261234
39.7238047,-90.2628032
39.729925,-90.261839
39.7439272,-90.2232284
39.7419957,-90.2235551
39.73534,-90.26301160000001
39.7091785,-90.2208939
39.7473487,-90.23432369999999
39.7215472,-90.267506
39.7272042,-90.2304207
39.7221672,-90.2779248
39.7221672,-90.2779248
39.7224589,-90.27377899999999
39.7265981,-90.2600605
39.7378878,-90.2856956
39.7352524,-90.2704268
39.726771,-90.22540049999999
39.7473487,-90.23432369999999
39.7349495,-90.271065
39.7228206,-90.24709829999999
